author_id,proc_id
a_8452,1180639
a_8452,1291233
a_85550,1242572
a_85630,280814
a_85630,566570
a_85673,304032
a_85852,215206
a_85852,1008992
a_86054,290941
a_86054,383952
a_86054,1008992
a_86054,1076034
a_8671,191995
a_87410,1331699
a_88217,827140
a_88550,647987
a_88660,1559845
a_89175,237170
a_89175,311535
a_89175,344779
a_89175,1576246
a_89287,642611
a_89287,1240624
a_89586,1557019
a_89586,1835804
a_89893,1999030
a_90274,1048925
a_90274,1874620
a_90967,266800
a_9318,1166253
a_93697,320176
a_93697,502874
a_93697,582153
a_93697,800033
a_94622,1390334
a_94707,1851476
a_94707,2063384
a_94762,776816
a_9483,1279740
a_94955,1278480
a_95042,233269
a_95042,253260
a_95107,1031171
a_95107,1277741
a_95107,1390334
a_96112,142750
a_96112,274644
a_96112,336597
a_96389,143369
a_96467,224056
a_96693,336597
a_96773,325334
a_96932,215206
a_96932,319950
a_97103,1375581
a_97399,337292
a_97699,1526709
a_97941,188490
a_98188,1242572
a_99179,1385569
a_99286,332040
a_99286,587078
a_99286,1054972
a_99286,1056808
a_99286,1124772
a_99286,1240624
a_99286,1394445
a_99286,1460563
a_99286,1858171
a_99588,191326
